//Cat.	Base	Main   	Item   	Moeda	Valor	BonusGP	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10
31	104	104	1	508     20    	0	1040    0	0	0	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0
31	105	105	1	508     25    	0	1050    0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0
31	106	106	1	508     25    	0	1060    0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0
31	107	107	1	508     20    	0	1070    0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0
31	108	108	1	508     15    	0	1080    0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0
31	109	109	1	508     10    	0	1090    0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0
31	110	110	1	508     15    	0	1100    0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0
31	111	111	1	508     25    	0	1110    0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0
31	112	112	1	508     20    	0	1120    0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0	0	0
31	113	113	1	508     20    	0	1130    0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0
31	114	114	1	508     20    	0	1140    0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0
31	115	115	1	508     25    	0	1150    0	0	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	0	0
31	116	116	1	508     20    	0	1160    0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0
31	117	117	1	508     20    	0	1170    0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0
31	118	118	1	508     15    	0	1180    0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0	0	0	0
31	119	119	1	508     15    	0	1190    0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0
31	120	120	1	508     10    	0	1200    0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0
31	121	121	1	508     20    	0	1210    0	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0
31	122	122	1	508     20    	0	1220    0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	0
31	123	123	1	508     15    	0	1230    0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0
31	124	124	1	508     15    	0	1240    0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0
31	125	125	1	508     15    	0	1250    0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0
31	126	126	1	508     15    	0	1260    0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0
31	127	127	1	508     15    	0	1270    0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0
31	128	128	1	508     15    	0	1280    0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0
31	129	129	1	508     10    	0	1290    0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0
31	130	130	1	508     10    	0	1300    0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0
31	131	131	1	508     10    	0	1310    0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0
31	132	132	1	508     10    	0	1320    0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0
31	133	133	1	508     10    	0	1330    0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0
31	134	134	1	508     10    	0	1340    0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0
31	135	135	1	508     10    	0	1350    0	0	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0
31	136	136	1	508     10    	0	1360    0	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0
31	137	137	1	508     10    	0	1370    0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0
31	138	138	1	508     7    	0	1380    0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	0	0	0	0
31	139	139	1	508     7    	0	1390    0	0	0	0	0	0	0	0	0	1390	0	0	0	0	0	0	0	0	0
